day,year,high,low,rain,snow,date,day_num,month_num,dow,dow_name,month
July 5,2009,80,64,0.0,0.0,2009-07-05,5,7,6,Sunday,July
July 6,2009,85,62,0.0,0.0,2009-07-06,6,7,0,Monday,July
July 7,2009,88,68,0.0,0.0,2009-07-07,7,7,1,Tuesday,July
July 8,2009,80,64,0.0,0.0,2009-07-08,8,7,2,Wednesday,July
July 9,2009,81,62,0.0,0.0,2009-07-09,9,7,3,Thursday,July
July 10,2009,83,61,0.0,0.0,2009-07-10,10,7,4,Friday,July
July 11,2009,82,63,0.6,0.0,2009-07-11,11,7,5,Saturday,July
July 12,2009,86,68,0.07,0.0,2009-07-12,12,7,6,Sunday,July
July 13,2009,84,65,0.0,0.0,2009-07-13,13,7,0,Monday,July
July 14,2009,84,63,0.0,0.0,2009-07-14,14,7,1,Tuesday,July
July 15,2009,87,60,0.0,0.0,2009-07-15,15,7,2,Wednesday,July
July 16,2009,91,72,0.17,0.0,2009-07-16,16,7,3,Thursday,July
July 17,2009,88,71,0.15,0.0,2009-07-17,17,7,4,Friday,July
July 18,2009,83,69,0.0,0.0,2009-07-18,18,7,5,Saturday,July
July 19,2009,84,63,0.0,0.0,2009-07-19,19,7,6,Sunday,July
July 20,2009,87,67,0.0,0.0,2009-07-20,20,7,0,Monday,July
July 21,2009,72,67,0.05,0.0,2009-07-21,21,7,1,Tuesday,July
July 22,2009,86,67,0.0,0.0,2009-07-22,22,7,2,Wednesday,July
July 23,2009,79,67,0.05,0.0,2009-07-23,23,7,3,Thursday,July
July 24,2009,84,66,0.17,0.0,2009-07-24,24,7,4,Friday,July
July 25,2009,89,64,0.04,0.0,2009-07-25,25,7,5,Saturday,July
July 26,2009,91,70,0.01,0.0,2009-07-26,26,7,6,Sunday,July
July 27,2009,87,73,0.0,0.0,2009-07-27,27,7,0,Monday,July
July 28,2009,91,72,0.0,0.0,2009-07-28,28,7,1,Tuesday,July
July 29,2009,92,74,0.47,0.0,2009-07-29,29,7,2,Wednesday,July
July 30,2009,88,73,0.0,0.0,2009-07-30,30,7,3,Thursday,July
July 31,2009,89,72,1.42,0.0,2009-07-31,31,7,4,Friday,July
August 1,2009,86,68,0.0,0.0,2009-08-01,1,8,5,Saturday,August
August 2,2009,80,70,1.59,0.0,2009-08-02,2,8,6,Sunday,August
August 3,2009,86,73,0.0,0.0,2009-08-03,3,8,0,Monday,August
August 4,2009,89,70,0.0,0.0,2009-08-04,4,8,1,Tuesday,August
August 5,2009,87,75,0.0,0.0,2009-08-05,5,8,2,Wednesday,August
August 6,2009,78,65,0.11,0.0,2009-08-06,6,8,3,Thursday,August
August 7,2009,82,65,0.0,0.0,2009-08-07,7,8,4,Friday,August
August 8,2009,83,67,0.01,0.0,2009-08-08,8,8,5,Saturday,August
August 9,2009,85,70,1.94,0.0,2009-08-09,9,8,6,Sunday,August
August 10,2009,95,72,0.0,0.0,2009-08-10,10,8,0,Monday,August
August 11,2009,89,77,0.0,0.0,2009-08-11,11,8,1,Tuesday,August
August 12,2009,87,72,0.0,0.0,2009-08-12,12,8,2,Wednesday,August
August 13,2009,78,71,0.11,0.0,2009-08-13,13,8,3,Thursday,August
August 14,2009,85,67,0.0,0.0,2009-08-14,14,8,4,Friday,August
August 15,2009,89,70,0.0,0.0,2009-08-15,15,8,5,Saturday,August
August 16,2009,91,70,0.0,0.0,2009-08-16,16,8,6,Sunday,August
August 17,2009,93,72,0.0,0.0,2009-08-17,17,8,0,Monday,August
August 18,2009,92,71,0.3,0.0,2009-08-18,18,8,1,Tuesday,August
August 19,2009,90,73,0.01,0.0,2009-08-19,19,8,2,Wednesday,August
August 20,2009,90,74,0.0,0.0,2009-08-20,20,8,3,Thursday,August
August 21,2009,95,73,0.62,0.0,2009-08-21,21,8,4,Friday,August
August 22,2009,85,72,2.73,0.0,2009-08-22,22,8,5,Saturday,August
August 23,2009,88,74,0.0,0.0,2009-08-23,23,8,6,Sunday,August
August 24,2009,85,71,0.0,0.0,2009-08-24,24,8,0,Monday,August
August 25,2009,87,68,0.0,0.0,2009-08-25,25,8,1,Tuesday,August
August 26,2009,89,72,0.0,0.0,2009-08-26,26,8,2,Wednesday,August
August 27,2009,83,70,0.0,0.0,2009-08-27,27,8,3,Thursday,August
August 28,2009,77,68,1.2,0.0,2009-08-28,28,8,4,Friday,August
August 29,2009,84,69,1.67,0.0,2009-08-29,29,8,5,Saturday,August
August 30,2009,84,69,0.0,0.0,2009-08-30,30,8,6,Sunday,August
August 31,2009,74,62,0.0,0.0,2009-08-31,31,8,0,Monday,August
September 1,2009,76,57,0.0,0.0,2009-09-01,1,9,1,Tuesday,September
September 2,2009,79,57,0.0,0.0,2009-09-02,2,9,2,Wednesday,September
September 3,2009,80,61,0.0,0.0,2009-09-03,3,9,3,Thursday,September
September 4,2009,84,66,0.0,0.0,2009-09-04,4,9,4,Friday,September
September 5,2009,85,67,0.0,0.0,2009-09-05,5,9,5,Saturday,September
September 6,2009,78,65,0.0,0.0,2009-09-06,6,9,6,Sunday,September
September 7,2009,76,64,0.0,0.0,2009-09-07,7,9,0,Monday,September
September 8,2009,75,63,0.0,0.0,2009-09-08,8,9,1,Tuesday,September
September 9,2009,75,65,0.02,0.0,2009-09-09,9,9,2,Wednesday,September
September 10,2009,70,59,0.12,0.0,2009-09-10,10,9,3,Thursday,September
September 11,2009,67,58,2.0,0.0,2009-09-11,11,9,4,Friday,September
September 12,2009,70,61,0.04,0.0,2009-09-12,12,9,5,Saturday,September
September 13,2009,81,65,0.0,0.0,2009-09-13,13,9,6,Sunday,September
September 14,2009,81,62,0.0,0.0,2009-09-14,14,9,0,Monday,September
September 15,2009,81,64,0.0,0.0,2009-09-15,15,9,1,Tuesday,September
September 16,2009,71,63,0.0,0.0,2009-09-16,16,9,2,Wednesday,September
September 17,2009,65,58,0.01,0.0,2009-09-17,17,9,3,Thursday,September
September 18,2009,77,58,0.0,0.0,2009-09-18,18,9,4,Friday,September
September 19,2009,71,56,0.0,0.0,2009-09-19,19,9,5,Saturday,September
September 20,2009,76,51,0.0,0.0,2009-09-20,20,9,6,Sunday,September
September 21,2009,78,55,0.0,0.0,2009-09-21,21,9,0,Monday,September
September 22,2009,78,63,0.0,0.0,2009-09-22,22,9,1,Tuesday,September
September 23,2009,83,68,0.15,0.0,2009-09-23,23,9,2,Wednesday,September
September 24,2009,83,71,0.03,0.0,2009-09-24,24,9,3,Thursday,September
September 25,2009,75,56,0.0,0.0,2009-09-25,25,9,4,Friday,September
September 26,2009,69,54,0.24,0.0,2009-09-26,26,9,5,Saturday,September
September 27,2009,75,59,0.77,0.0,2009-09-27,27,9,6,Sunday,September
September 28,2009,79,57,0.27,0.0,2009-09-28,28,9,0,Monday,September
September 29,2009,70,53,0.0,0.0,2009-09-29,29,9,1,Tuesday,September
September 30,2009,64,53,0.0,0.0,2009-09-30,30,9,2,Wednesday,September
October 1,2009,59,48,0.0,0.0,2009-10-01,1,10,3,Thursday,October
October 2,2009,68,47,0.03,0.0,2009-10-02,2,10,4,Friday,October
October 3,2009,76,60,0.01,0.0,2009-10-03,3,10,5,Saturday,October
October 4,2009,74,55,0.0,0.0,2009-10-04,4,10,6,Sunday,October
October 5,2009,68,50,0.0,0.0,2009-10-05,5,10,0,Monday,October
October 6,2009,68,48,0.0,0.0,2009-10-06,6,10,1,Tuesday,October
October 7,2009,72,56,0.05,0.0,2009-10-07,7,10,2,Wednesday,October
October 8,2009,67,48,0.0,0.0,2009-10-08,8,10,3,Thursday,October
October 9,2009,80,59,0.01,0.0,2009-10-09,9,10,4,Friday,October
October 10,2009,76,51,0.02,0.0,2009-10-10,10,10,5,Saturday,October
October 11,2009,66,44,0.0,0.0,2009-10-11,11,10,6,Sunday,October
October 12,2009,55,46,0.0,0.0,2009-10-12,12,10,0,Monday,October
October 13,2009,68,48,0.0,0.0,2009-10-13,13,10,1,Tuesday,October
October 14,2009,53,42,0.0,0.0,2009-10-14,14,10,2,Wednesday,October
October 15,2009,50,40,0.48,0.0,2009-10-15,15,10,3,Thursday,October
October 16,2009,46,39,0.39,0.0,2009-10-16,16,10,4,Friday,October
October 17,2009,48,42,0.8,0.0,2009-10-17,17,10,5,Saturday,October
October 18,2009,49,40,0.15,0.0,2009-10-18,18,10,6,Sunday,October
October 19,2009,57,38,0.0,0.0,2009-10-19,19,10,0,Monday,October
October 20,2009,68,40,0.0,0.0,2009-10-20,20,10,1,Tuesday,October
October 21,2009,74,47,0.0,0.0,2009-10-21,21,10,2,Wednesday,October
October 22,2009,73,50,0.0,0.0,2009-10-22,22,10,3,Thursday,October
October 23,2009,65,54,0.11,0.0,2009-10-23,23,10,4,Friday,October
October 24,2009,71,62,1.41,0.0,2009-10-24,24,10,5,Saturday,October
October 25,2009,63,49,0.0,0.0,2009-10-25,25,10,6,Sunday,October
October 26,2009,64,46,0.0,0.0,2009-10-26,26,10,0,Monday,October
October 27,2009,59,50,0.65,0.0,2009-10-27,27,10,1,Tuesday,October
October 28,2009,64,54,1.23,0.0,2009-10-28,28,10,2,Wednesday,October
October 29,2009,57,50,0.0,0.0,2009-10-29,29,10,3,Thursday,October
October 30,2009,59,47,0.0,0.0,2009-10-30,30,10,4,Friday,October
October 31,2009,72,56,0.17,0.0,2009-10-31,31,10,5,Saturday,October
November 1,2009,58,51,0.03,0.0,2009-11-01,1,11,6,Sunday,November
November 2,2009,57,47,0.0,0.0,2009-11-02,2,11,0,Monday,November
November 3,2009,64,41,0.0,0.0,2009-11-03,3,11,1,Tuesday,November
November 4,2009,52,39,0.0,0.0,2009-11-04,4,11,2,Wednesday,November
November 5,2009,56,42,0.0,0.0,2009-11-05,5,11,3,Thursday,November
November 6,2009,49,37,0.0,0.0,2009-11-06,6,11,4,Friday,November
November 7,2009,56,31,0.0,0.0,2009-11-07,7,11,5,Saturday,November
November 8,2009,70,42,0.0,0.0,2009-11-08,8,11,6,Sunday,November
November 9,2009,70,43,0.0,0.0,2009-11-09,9,11,0,Monday,November
November 10,2009,65,50,0.0,0.0,2009-11-10,10,11,1,Tuesday,November
November 11,2009,58,46,0.05,0.0,2009-11-11,11,11,2,Wednesday,November
November 12,2009,50,44,0.3,0.0,2009-11-12,12,11,3,Thursday,November
November 13,2009,55,49,0.07,0.0,2009-11-13,13,11,4,Friday,November
November 14,2009,59,53,0.08,0.0,2009-11-14,14,11,5,Saturday,November
November 15,2009,70,56,0.0,0.0,2009-11-15,15,11,6,Sunday,November
November 16,2009,61,50,0.0,0.0,2009-11-16,16,11,0,Monday,November
November 17,2009,58,43,0.0,0.0,2009-11-17,17,11,1,Tuesday,November
November 18,2009,58,43,0.0,0.0,2009-11-18,18,11,2,Wednesday,November
November 19,2009,60,51,0.17,0.0,2009-11-19,19,11,3,Thursday,November
November 20,2009,61,45,0.76,0.0,2009-11-20,20,11,4,Friday,November
November 21,2009,57,40,0.0,0.0,2009-11-21,21,11,5,Saturday,November
November 22,2009,57,41,0.0,0.0,2009-11-22,22,11,6,Sunday,November
November 23,2009,50,46,0.14,0.0,2009-11-23,23,11,0,Monday,November
November 24,2009,53,47,0.14,0.0,2009-11-24,24,11,1,Tuesday,November
November 25,2009,52,46,0.11,0.0,2009-11-25,25,11,2,Wednesday,November
November 26,2009,56,46,0.0,0.0,2009-11-26,26,11,3,Thursday,November
November 27,2009,52,41,0.0,0.0,2009-11-27,27,11,4,Friday,November
November 28,2009,53,37,0.0,0.0,2009-11-28,28,11,5,Saturday,November
November 29,2009,62,35,0.0,0.0,2009-11-29,29,11,6,Sunday,November
November 30,2009,55,37,0.21,0.0,2009-11-30,30,11,0,Monday,November
December 1,2009,52,35,0.0,0.0,2009-12-01,1,12,1,Tuesday,December
December 2,2009,58,34,0.77,0.0,2009-12-02,2,12,2,Wednesday,December
December 3,2009,67,45,0.36,0.0,2009-12-03,3,12,3,Thursday,December
December 4,2009,50,39,0.0,0.0,2009-12-04,4,12,4,Friday,December
December 5,2009,45,33,0.4,0.0,2009-12-05,5,12,5,Saturday,December
December 6,2009,38,31,0.0,0.0,2009-12-06,6,12,6,Sunday,December
December 7,2009,42,30,0.0,0.0,2009-12-07,7,12,0,Monday,December
December 8,2009,45,32,0.0,0.0,2009-12-08,8,12,1,Tuesday,December
December 9,2009,58,38,2.13,0.0,2009-12-09,9,12,2,Wednesday,December
December 10,2009,49,28,0.0,0.0,2009-12-10,10,12,3,Thursday,December
December 11,2009,33,23,0.0,0.0,2009-12-11,11,12,4,Friday,December
December 12,2009,41,28,0.0,0.0,2009-12-12,12,12,5,Saturday,December
December 13,2009,54,30,1.11,0.0,2009-12-13,13,12,6,Sunday,December
December 14,2009,50,36,0.0,0.0,2009-12-14,14,12,0,Monday,December
December 15,2009,55,42,0.0,0.0,2009-12-15,15,12,1,Tuesday,December
December 16,2009,42,29,0.0,0.0,2009-12-16,16,12,2,Wednesday,December
December 17,2009,35,25,0.0,0.0,2009-12-17,17,12,3,Thursday,December
December 18,2009,33,21,0.0,0.0,2009-12-18,18,12,4,Friday,December
December 19,2009,31,22,1.7,22.5,2009-12-19,19,12,5,Saturday,December
December 20,2009,34,24,0.05,0.7,2009-12-20,20,12,6,Sunday,December
December 21,2009,38,22,0.0,0.0,2009-12-21,21,12,0,Monday,December
December 22,2009,38,30,0.0,0.0,2009-12-22,22,12,1,Tuesday,December
December 23,2009,31,17,0.0,0.0,2009-12-23,23,12,2,Wednesday,December
December 24,2009,38,19,0.0,0.0,2009-12-24,24,12,3,Thursday,December
December 25,2009,41,28,0.26,0.0,2009-12-25,25,12,4,Friday,December
December 26,2009,56,40,1.8,0.0,2009-12-26,26,12,5,Saturday,December
December 27,2009,51,32,0.0,0.0,2009-12-27,27,12,6,Sunday,December
December 28,2009,40,31,0.0,0.0,2009-12-28,28,12,0,Monday,December
December 29,2009,33,19,0.0,0.0,2009-12-29,29,12,1,Tuesday,December
December 30,2009,31,19,0.0,0.0,2009-12-30,30,12,2,Wednesday,December
December 31,2009,34,29,0.28,0.9,2009-12-31,31,12,3,Thursday,December
January 1,2010,42,32,0.02,0.0,2010-01-01,1,1,4,Friday,January
January 2,2010,32,22,0.0,0.0,2010-01-02,2,1,5,Saturday,January
January 3,2010,27,20,0.0,0.0,2010-01-03,3,1,6,Sunday,January
January 4,2010,32,24,0.0,0.0,2010-01-04,4,1,0,Monday,January
January 5,2010,33,24,0.0,0.0,2010-01-05,5,1,1,Tuesday,January
January 6,2010,38,28,0.0,0.0,2010-01-06,6,1,2,Wednesday,January
January 7,2010,40,29,0.0,0.0,2010-01-07,7,1,3,Thursday,January
January 8,2010,33,24,0.03,1.0,2010-01-08,8,1,4,Friday,January
January 9,2010,30,19,0.0,0.0,2010-01-09,9,1,5,Saturday,January
January 10,2010,30,15,0.0,0.0,2010-01-10,10,1,6,Sunday,January
January 11,2010,33,16,0.0,0.0,2010-01-11,11,1,0,Monday,January
January 12,2010,35,27,0.0,0.0,2010-01-12,12,1,1,Tuesday,January
January 13,2010,38,26,0.0,0.0,2010-01-13,13,1,2,Wednesday,January
January 14,2010,47,24,0.0,0.0,2010-01-14,14,1,3,Thursday,January
January 15,2010,53,27,0.0,0.0,2010-01-15,15,1,4,Friday,January
January 16,2010,53,32,0.0,0.0,2010-01-16,16,1,5,Saturday,January
January 17,2010,44,34,0.76,0.0,2010-01-17,17,1,6,Sunday,January
January 18,2010,53,34,0.0,0.0,2010-01-18,18,1,0,Monday,January
January 19,2010,51,30,0.0,0.0,2010-01-19,19,1,1,Tuesday,January
January 20,2010,44,30,0.0,0.0,2010-01-20,20,1,2,Wednesday,January
January 21,2010,43,29,0.0,0.0,2010-01-21,21,1,3,Thursday,January
January 22,2010,45,33,0.0,0.0,2010-01-22,22,1,4,Friday,January
January 23,2010,43,29,0.0,0.0,2010-01-23,23,1,5,Saturday,January
January 24,2010,57,30,0.02,0.0,2010-01-24,24,1,6,Sunday,January
January 25,2010,61,44,1.25,0.0,2010-01-25,25,1,0,Monday,January
January 26,2010,44,35,0.01,0.0,2010-01-26,26,1,1,Tuesday,January
January 27,2010,40,28,0.0,0.0,2010-01-27,27,1,2,Wednesday,January
January 28,2010,47,21,0.0,0.0,2010-01-28,28,1,3,Thursday,January
January 29,2010,24,17,0.0,0.0,2010-01-29,29,1,4,Friday,January
January 30,2010,21,16,0.1,2.1,2010-01-30,30,1,5,Saturday,January
January 31,2010,30,14,0.0,0.0,2010-01-31,31,1,6,Sunday,January
February 1,2010,36,21,0.0,0.0,2010-02-01,1,2,0,Monday,February
February 2,2010,36,22,0.0,0.1,2010-02-02,2,2,1,Tuesday,February
February 3,2010,40,31,0.02,0.5,2010-02-03,3,2,2,Wednesday,February
February 4,2010,40,30,0.0,0.0,2010-02-04,4,2,3,Thursday,February
February 5,2010,38,29,0.55,6.6,2010-02-05,5,2,4,Friday,February
February 6,2010,29,17,1.85,21.9,2010-02-06,6,2,5,Saturday,February
February 7,2010,32,14,0.0,0.0,2010-02-07,7,2,6,Sunday,February
February 8,2010,35,13,0.0,0.0,2010-02-08,8,2,0,Monday,February
February 9,2010,37,19,0.55,6.5,2010-02-09,9,2,1,Tuesday,February
February 10,2010,33,28,1.1,9.3,2010-02-10,10,2,2,Wednesday,February
February 11,2010,38,27,0.0,0.0,2010-02-11,11,2,3,Thursday,February
February 12,2010,35,22,0.0,0.0,2010-02-12,12,2,4,Friday,February
February 13,2010,31,24,0.0,0.0,2010-02-13,13,2,5,Saturday,February
February 14,2010,37,23,0.0,0.0,2010-02-14,14,2,6,Sunday,February
February 15,2010,37,21,0.09,0.3,2010-02-15,15,2,0,Monday,February
February 16,2010,36,27,0.15,0.7,2010-02-16,16,2,1,Tuesday,February
February 17,2010,35,22,0.0,0.0,2010-02-17,17,2,2,Wednesday,February
February 18,2010,43,31,0.0,0.0,2010-02-18,18,2,3,Thursday,February
February 19,2010,43,31,0.0,0.0,2010-02-19,19,2,4,Friday,February
February 20,2010,43,32,0.0,0.0,2010-02-20,20,2,5,Saturday,February
February 21,2010,46,26,0.0,0.0,2010-02-21,21,2,6,Sunday,February
February 22,2010,40,29,0.18,0.0,2010-02-22,22,2,0,Monday,February
February 23,2010,39,35,0.83,0.0,2010-02-23,23,2,1,Tuesday,February
February 24,2010,44,35,0.0,0.0,2010-02-24,24,2,2,Wednesday,February
February 25,2010,39,27,0.13,1.7,2010-02-25,25,2,3,Thursday,February
February 26,2010,34,25,0.3,3.9,2010-02-26,26,2,4,Friday,February
February 27,2010,41,27,0.0,0.0,2010-02-27,27,2,5,Saturday,February
February 28,2010,42,31,0.0,0.0,2010-02-28,28,2,6,Sunday,February
March 1,2010,48,35,0.0,0.0,2010-03-01,1,3,0,Monday,March
March 2,2010,45,34,0.02,0.0,2010-03-02,2,3,1,Tuesday,March
March 3,2010,42,35,0.0,0.0,2010-03-03,3,3,2,Wednesday,March
March 4,2010,47,34,0.0,0.0,2010-03-04,4,3,3,Thursday,March
March 5,2010,50,34,0.0,0.0,2010-03-05,5,3,4,Friday,March
March 6,2010,53,29,0.0,0.0,2010-03-06,6,3,5,Saturday,March
March 7,2010,56,31,0.0,0.0,2010-03-07,7,3,6,Sunday,March
March 8,2010,60,36,0.0,0.0,2010-03-08,8,3,0,Monday,March
March 9,2010,63,36,0.0,0.0,2010-03-09,9,3,1,Tuesday,March
March 10,2010,63,36,0.0,0.0,2010-03-10,10,3,2,Wednesday,March
March 11,2010,60,42,0.0,0.0,2010-03-11,11,3,3,Thursday,March
March 12,2010,47,42,0.54,0.0,2010-03-12,12,3,4,Friday,March
March 13,2010,51,42,2.57,0.0,2010-03-13,13,3,5,Saturday,March
March 14,2010,50,43,0.53,0.0,2010-03-14,14,3,6,Sunday,March
March 15,2010,46,41,0.12,0.0,2010-03-15,15,3,0,Monday,March
March 16,2010,62,41,0.0,0.0,2010-03-16,16,3,1,Tuesday,March
March 17,2010,66,37,0.0,0.0,2010-03-17,17,3,2,Wednesday,March
March 18,2010,69,39,0.0,0.0,2010-03-18,18,3,3,Thursday,March
March 19,2010,71,40,0.0,0.0,2010-03-19,19,3,4,Friday,March
March 20,2010,74,44,0.0,0.0,2010-03-20,20,3,5,Saturday,March
March 21,2010,75,45,0.0,0.0,2010-03-21,21,3,6,Sunday,March
March 22,2010,62,52,1.05,0.0,2010-03-22,22,3,0,Monday,March
March 23,2010,53,45,0.01,0.0,2010-03-23,23,3,1,Tuesday,March
March 24,2010,64,46,0.0,0.0,2010-03-24,24,3,2,Wednesday,March
March 25,2010,70,42,0.01,0.0,2010-03-25,25,3,3,Thursday,March
March 26,2010,56,36,0.14,0.0,2010-03-26,26,3,4,Friday,March
March 27,2010,48,31,0.0,0.0,2010-03-27,27,3,5,Saturday,March
March 28,2010,59,32,0.78,0.0,2010-03-28,28,3,6,Sunday,March
March 29,2010,57,52,1.12,0.0,2010-03-29,29,3,0,Monday,March
March 30,2010,52,38,0.42,0.0,2010-03-30,30,3,1,Tuesday,March
March 31,2010,65,42,0.02,0.0,2010-03-31,31,3,2,Wednesday,March
April 1,2010,72,46,0.0,0.0,2010-04-01,1,4,3,Thursday,April
April 2,2010,74,44,0.0,0.0,2010-04-02,2,4,4,Friday,April
April 3,2010,71,46,0.0,0.0,2010-04-03,3,4,5,Saturday,April
April 4,2010,76,49,0.0,0.0,2010-04-04,4,4,6,Sunday,April
April 5,2010,80,50,0.0,0.0,2010-04-05,5,4,0,Monday,April
April 6,2010,87,57,0.02,0.0,2010-04-06,6,4,1,Tuesday,April
April 7,2010,89,62,0.0,0.0,2010-04-07,7,4,2,Wednesday,April
April 8,2010,84,60,0.26,0.0,2010-04-08,8,4,3,Thursday,April
April 9,2010,61,45,0.28,0.0,2010-04-09,9,4,4,Friday,April
April 10,2010,61,42,0.0,0.0,2010-04-10,10,4,5,Saturday,April
April 11,2010,76,47,0.0,0.0,2010-04-11,11,4,6,Sunday,April
April 12,2010,68,52,0.0,0.0,2010-04-12,12,4,0,Monday,April
April 13,2010,55,44,0.06,0.0,2010-04-13,13,4,1,Tuesday,April
April 14,2010,65,40,0.0,0.0,2010-04-14,14,4,2,Wednesday,April
April 15,2010,74,48,0.0,0.0,2010-04-15,15,4,3,Thursday,April
April 16,2010,75,51,0.19,0.0,2010-04-16,16,4,4,Friday,April
April 17,2010,60,44,0.0,0.0,2010-04-17,17,4,5,Saturday,April
April 18,2010,58,41,0.0,0.0,2010-04-18,18,4,6,Sunday,April
April 19,2010,67,46,0.0,0.0,2010-04-19,19,4,0,Monday,April
April 20,2010,69,49,0.0,0.0,2010-04-20,20,4,1,Tuesday,April
April 21,2010,66,47,0.11,0.0,2010-04-21,21,4,2,Wednesday,April
April 22,2010,72,52,0.05,0.0,2010-04-22,22,4,3,Thursday,April
April 23,2010,68,48,0.0,0.0,2010-04-23,23,4,4,Friday,April
April 24,2010,68,46,0.01,0.0,2010-04-24,24,4,5,Saturday,April
April 25,2010,53,47,0.98,0.0,2010-04-25,25,4,6,Sunday,April
April 26,2010,54,49,0.69,0.0,2010-04-26,26,4,0,Monday,April
April 27,2010,61,43,0.0,0.0,2010-04-27,27,4,1,Tuesday,April
April 28,2010,60,40,0.0,0.0,2010-04-28,28,4,2,Wednesday,April
April 29,2010,71,44,0.0,0.0,2010-04-29,29,4,3,Thursday,April
April 30,2010,80,49,0.0,0.0,2010-04-30,30,4,4,Friday,April
May 1,2010,89,59,0.0,0.0,2010-05-01,1,5,5,Saturday,May
May 2,2010,89,70,0.0,0.0,2010-05-02,2,5,6,Sunday,May
May 3,2010,83,68,0.61,0.0,2010-05-03,3,5,0,Monday,May
May 4,2010,82,62,0.0,0.0,2010-05-04,4,5,1,Tuesday,May
May 5,2010,82,57,0.0,0.0,2010-05-05,5,5,2,Wednesday,May
May 6,2010,81,63,0.0,0.0,2010-05-06,6,5,3,Thursday,May
May 7,2010,73,55,0.0,0.0,2010-05-07,7,5,4,Friday,May
May 8,2010,79,51,0.0,0.0,2010-05-08,8,5,5,Saturday,May
May 9,2010,59,48,0.0,0.0,2010-05-09,9,5,6,Sunday,May
May 10,2010,63,42,0.0,0.0,2010-05-10,10,5,0,Monday,May
May 11,2010,59,46,0.11,0.0,2010-05-11,11,5,1,Tuesday,May
May 12,2010,55,48,0.33,0.0,2010-05-12,12,5,2,Wednesday,May
May 13,2010,68,46,0.0,0.0,2010-05-13,13,5,3,Thursday,May
May 14,2010,85,57,0.57,0.0,2010-05-14,14,5,4,Friday,May
May 15,2010,76,63,0.0,0.0,2010-05-15,15,5,5,Saturday,May
May 16,2010,73,58,0.0,0.0,2010-05-16,16,5,6,Sunday,May
May 17,2010,71,54,0.01,0.0,2010-05-17,17,5,0,Monday,May
May 18,2010,54,51,0.62,0.0,2010-05-18,18,5,1,Tuesday,May
May 19,2010,66,53,0.0,0.0,2010-05-19,19,5,2,Wednesday,May
May 20,2010,82,56,0.0,0.0,2010-05-20,20,5,3,Thursday,May
May 21,2010,87,61,0.0,0.0,2010-05-21,21,5,4,Friday,May
May 22,2010,76,63,0.01,0.0,2010-05-22,22,5,5,Saturday,May
May 23,2010,75,62,0.1,0.0,2010-05-23,23,5,6,Sunday,May
May 24,2010,77,62,0.0,0.0,2010-05-24,24,5,0,Monday,May
May 25,2010,82,64,0.0,0.0,2010-05-25,25,5,1,Tuesday,May
May 26,2010,92,63,0.0,0.0,2010-05-26,26,5,2,Wednesday,May
May 27,2010,83,59,0.09,0.0,2010-05-27,27,5,3,Thursday,May
May 28,2010,85,58,0.0,0.0,2010-05-28,28,5,4,Friday,May
May 29,2010,79,63,0.0,0.0,2010-05-29,29,5,5,Saturday,May
May 30,2010,87,70,0.08,0.0,2010-05-30,30,5,6,Sunday,May
May 31,2010,93,67,0.0,0.0,2010-05-31,31,5,0,Monday,May
June 1,2010,87,73,0.01,0.0,2010-06-01,1,6,1,Tuesday,June
June 2,2010,90,70,0.0,0.0,2010-06-02,2,6,2,Wednesday,June
June 3,2010,90,73,0.0,0.0,2010-06-03,3,6,3,Thursday,June
June 4,2010,90,72,0.0,0.0,2010-06-04,4,6,4,Friday,June
June 5,2010,90,75,0.0,0.0,2010-06-05,5,6,5,Saturday,June
June 6,2010,93,65,0.0,0.0,2010-06-06,6,6,6,Sunday,June
June 7,2010,76,58,0.0,0.0,2010-06-07,7,6,0,Monday,June
June 8,2010,77,60,0.0,0.0,2010-06-08,8,6,1,Tuesday,June
June 9,2010,69,60,0.43,0.0,2010-06-09,9,6,2,Wednesday,June
June 10,2010,87,62,0.0,0.0,2010-06-10,10,6,3,Thursday,June
June 11,2010,81,63,0.0,0.0,2010-06-11,11,6,4,Friday,June
June 12,2010,88,64,0.0,0.0,2010-06-12,12,6,5,Saturday,June
June 13,2010,91,70,0.95,0.0,2010-06-13,13,6,6,Sunday,June
June 14,2010,87,68,0.0,0.0,2010-06-14,14,6,0,Monday,June
June 15,2010,84,67,0.0,0.0,2010-06-15,15,6,1,Tuesday,June
June 16,2010,80,67,0.01,0.0,2010-06-16,16,6,2,Wednesday,June
June 17,2010,83,66,0.0,0.0,2010-06-17,17,6,3,Thursday,June
June 18,2010,86,63,0.0,0.0,2010-06-18,18,6,4,Friday,June
June 19,2010,89,64,0.0,0.0,2010-06-19,19,6,5,Saturday,June
June 20,2010,94,74,0.0,0.0,2010-06-20,20,6,6,Sunday,June
June 21,2010,90,75,0.0,0.0,2010-06-21,21,6,0,Monday,June
June 22,2010,92,71,0.0,0.0,2010-06-22,22,6,1,Tuesday,June
June 23,2010,94,74,0.0,0.0,2010-06-23,23,6,2,Wednesday,June
June 24,2010,97,71,0.54,0.0,2010-06-24,24,6,3,Thursday,June
June 25,2010,88,73,0.0,0.0,2010-06-25,25,6,4,Friday,June
June 26,2010,91,72,0.0,0.0,2010-06-26,26,6,5,Saturday,June
June 27,2010,95,76,0.0,0.0,2010-06-27,27,6,6,Sunday,June
